Parcel,Address,Property Class,Property Use,Assessment Area,Current Year Land Value,Current Year Improvement Value,Current Year Total Value,Previous Year Land Value,Previous Year Improvment Value,Previous Year Total Value,Net Taxes,Special Assessment,Other Charges,Total Taxes,Zoning 1,Zoning 2,Zoning 3,Zoning 4,Lot Size Sq Ft,Frontage Street,Frontage Street Feet,Water Frontage,TIF District,School District,Elementary School,Middle School,High School,Ward,State Assembly District,Refuse District,Collection Schedule URL,Home Style,Year Built,Stories,Dwelling Units,Bedrooms,Full Baths,Half Baths,Fireplaces,Central Air,First Floor Living Area,Second Floor Living Area,Third Floor Living Area,Above Third Floor Living Area,Total Living Area,Finished Attic,Finished Basement,Total Basement,Crawl Space,Exterior Wall 1,Exterior Wall 2,Foundation,Roof,Roof Replaced Year,Garage 1,Garage Stalls 1,Garage2,Garage Stalls 2,Driveway,Shared Drive,Legal Description,Other Structure 1,Other Structure 1 Sq Ft,Other Structure 2,Other Structure 2 Sq Ft,Other Structure 3,Other Structure 3 Sq Ft,Other Structure 4,Other Structure 4 Sq Ft,Other Structure 5,Other Structure 5 Sq Ft,Other Structure 6,Other Structure 6 Sq Ft,Additional Buildings,Notation Parcel,Lot,Block
070929223364,518 Edward St,Residential,Single family,57,$78300.00,$243000.00,$321300.00,$76000.00,$235900.00,$311900.00,$7347.15,$0.00,$1158.03,$8505.18,SR-C1,,,,11562,Edward St,82,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Colonial,1968,2,1,4,2,1,1,true,1334,986,0,0,2320,0,0,1334,0,Aluminum/Vinyl,,Concrete,Asphalt,2005,Attached,2,,0,Concrete,false,"PARK HIGHLANDS, LOT 2",Encl Porch,299,,0,,0,,0,,0,,0,false,070929223364,0,0
070929223372,514 Edward St,Residential,Single family,57,$76600.00,$213000.00,$289600.00,$74400.00,$206800.00,$281200.00,$6603.40,$0.00,$0.00,$6603.40,SR-C1,,,,11280,Edward St,80,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1966,1,1,3,2,0,1,true,1632,0,0,0,1632,0,736,960,0,Wood,,Concrete,Wood Shakes,2009,Basement,2,,0,Concrete,false,"PARK HIGHLANDS, LOT 3",Patio,192,,0,,0,,0,,0,,0,false,070929223372,0,0
070929223380,510 Edward St,Residential,Single family,57,$85400.00,$193000.00,$278400.00,$82900.00,$187400.00,$270300.00,$6339.34,$0.00,$0.00,$6339.34,SR-C1,,,,12690,Edward St,90,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1967,1,1,3,2,0,1,false,1716,0,0,0,1716,0,0,1716,0,Wood,Masonry Facing,Concrete,Asphalt,2003,Attached,2,,0,Concrete,false,"PARK HIGHLANDS, LOT 4",,0,,0,,0,,0,,0,,0,false,070929223380,0,0
070929223398,506 Edward St,Residential,Single family,57,$91900.00,$221200.00,$313100.00,$89200.00,$214800.00,$304000.00,$7155.76,$0.00,$0.00,$7155.76,SR-C1,,,,13491,Edward St,95,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Bi-level,1966,1,1,3,3,0,1,true,2044,0,0,0,2044,0,699,1489,0,Wood,Masonry Facing,Concrete,Asphalt,2012,Basement,2,,0,Asphalt,false,"PARK HIGHLANDS, LOT 5",Screen Porch,144,,0,,0,,0,,0,,0,false,070929223398,0,0
070929223405,4813 Hillview Ter,Residential,Single family,57,$53500.00,$181500.00,$235000.00,$51900.00,$176300.00,$228200.00,$5319.41,$0.00,$0.00,$5319.41,SR-C1,,,,7350,Hillview Ter,50,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,4,2,0,1,true,1572,0,0,0,1572,0,676,1332,0,Wood,Masonry Facing,Concrete,Asphalt,2011,Basement,1,,0,Asphalt,false,"HILLVIEW, LOT 7",Deck,632,,0,,0,,0,,0,,0,false,070929223405,0,0
070929223413,4817 Hillview Ter,Residential,Single family,57,$70900.00,$191300.00,$262200.00,$68800.00,$185800.00,$254600.00,$5958.98,$0.00,$0.00,$5958.98,SR-C1,,,,10908,Hillview Ter,118.6,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1954,1,1,4,2,0,1,true,1783,0,0,0,1783,0,390,1144,0,Wood,Masonry Facing,Concrete,Asphalt,2008,Detached,2,,0,Concrete,false,"HILLVIEW, LOT 6",Screen Porch,165,Patio,100,Deck,100,,0,,0,,0,false,070929223413,0,0
070929224015,537 Wedgewood Way,Residential,Single family,57,$70000.00,$165700.00,$235700.00,$68000.00,$160800.00,$228800.00,$5333.95,$0.00,$0.00,$5333.95,SR-C1,,,,9586,Wedgewood Way,120,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1958,1,1,3,1,0,1,true,1176,0,0,0,1176,0,480,1176,0,Aluminum/Vinyl,,Concrete,Asphalt,2007,Attached,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 139",Enc-Fin Porch,374,Patio,144,,0,,0,,0,,0,false,070929224015,0,0
070929224023,4930 Tokay Blvd,Residential,Single family,57,$71300.00,$158100.00,$229400.00,$69200.00,$153500.00,$222700.00,$5186.17,$0.00,$0.00,$5186.17,SR-C1,,,,9610,Tokay Blvd,80.5,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Bi-level,1961,1,1,3,2,0,0,true,1179,0,0,0,1179,0,744,915,0,Wood,,Concrete,Asphalt,2001,Basement,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 140",Open Porch,154,Screen Porch,121,Patio,100,,0,,0,,0,false,070929224023,0,0
070929224031,4926 Tokay Blvd,Residential,Single family,57,$67100.00,$150800.00,$217900.00,$65100.00,$146500.00,$211600.00,$4917.25,$0.00,$0.00,$4917.25,SR-C1,,,,9000,Tokay Blvd,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1959,1,1,3,2,0,0,true,1320,0,0,0,1320,0,600,1040,0,Wood,,Concrete Block,Asphalt,2006,Attached,1,Basement,1,Asphalt,false,"KENMORE SUB. 1ST ADD, LOT 141",Deck,216,Shed,72,,0,,0,,0,,0,false,070929224031,0,0
070929224049,4922 Tokay Blvd,Residential,Single family,57,$67100.00,$131400.00,$198500.00,$65100.00,$127600.00,$192700.00,$4459.38,$0.00,$0.00,$4459.38,SR-C1,,,,9000,Tokay Blvd,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1956,1,1,3,1,1,0,false,1255,0,0,0,1255,0,286,877,0,Aluminum/Vinyl,,Concrete,Asphalt,1956,Basement,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 142",Patio,100,,0,,0,,0,,0,,0,false,070929224049,0,0
070929224057,4918 Tokay Blvd,Residential,Single family,57,$67000.00,$164000.00,$231000.00,$65000.00,$159300.00,$224300.00,$5224.93,$0.00,$0.00,$5224.93,SR-C1,,,,9000,Tokay Blvd,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1956,1,1,3,1,1,2,true,1340,0,0,0,1340,0,571,1340,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 143",Screen Porch,84,Patio,125,,0,,0,,0,,0,false,070929224057,0,0
070929224065,4914 Tokay Blvd,Residential,Single family,57,$67000.00,$113000.00,$180000.00,$65000.00,$102500.00,$167500.00,$3848.87,$0.00,$0.00,$3848.87,SR-C1,,,,9000,Tokay Blvd,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1956,1,1,3,1,0,0,false,1051,0,0,0,1051,0,0,1008,0,Wood,Masonry Facing,Concrete,Asphalt,1996,Attached,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 144",Deck,306,,0,,0,,0,,0,,0,false,070929224065,0,0
070929224073,4910 Tokay Blvd,Residential,Single family,57,$67100.00,$120400.00,$187500.00,$65100.00,$106500.00,$171600.00,$3948.20,$0.00,$0.00,$3948.20,SR-C1,,,,9000,Tokay Blvd,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,0,1,false,1040,0,0,0,1040,0,0,1025,0,Brick,,Concrete,Asphalt,2007,Attached,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 145",,0,,0,,0,,0,,0,,0,false,070929224073,0,0
070929224081,4906 Tokay Blvd,Residential,Single family,57,$67100.00,$164300.00,$231400.00,$65100.00,$159600.00,$224700.00,$5234.62,$0.00,$0.00,$5234.62,SR-C1,,,,9000,Tokay Blvd,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1957,1,1,3,1,0,1,true,1423,0,0,0,1423,0,458,1170,232,Aluminum/Vinyl,,Concrete,Asphalt,2004,Attached,1,,0,Asphalt,false,"KENMORE SUB. 1ST ADD, LOT 146",Patio,190,Shed,62,,0,,0,,0,,0,false,070929224081,0,0
070929224099,4902 Tokay Blvd,Residential,Single family,57,$66800.00,$138200.00,$205000.00,$64900.00,$131900.00,$196800.00,$4558.71,$0.00,$0.00,$4558.71,SR-C1,,,,8950,Tokay Blvd,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1956,1,1,4,1,0,2,false,1284,0,0,0,1284,0,591,1284,0,Wood,Masonry Facing,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"KENMORE SUB 1ST ADD, LOT 147",Deck,180,,0,,0,,0,,0,,0,false,070929224099,0,0
070929224106,540 Caldy Pl,Residential,Single family,57,$66800.00,$154800.00,$221600.00,$64900.00,$150200.00,$215100.00,$5002.05,$0.00,$0.00,$5002.05,SR-C1,,,,8950,Caldy Pl,120,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1956,1,1,3,1,0,2,true,1113,0,0,0,1113,0,472,1113,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2001,Attached,1,Attached,1,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 132",Enc-Fin Porch,143,Deck,100,,0,,0,,0,,0,false,070929224106,0,0
070929224114,4905 Eyre Ln,Residential,Single family,57,$67100.00,$142800.00,$209900.00,$65100.00,$138700.00,$203800.00,$4728.29,$0.00,$0.00,$4728.29,SR-C1,,,,9000,Eyre Ln,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,2,0,2,false,1204,0,0,0,1204,0,344,1204,0,Aluminum/Vinyl,,Concrete,Asphalt,1955,Attached,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 133",Encl Porch,104,,0,,0,,0,,0,,0,false,070929224114,0,0
070929224122,4909 Eyre Ln,Residential,Single family,57,$67000.00,$136200.00,$203200.00,$65000.00,$132300.00,$197300.00,$4570.82,$0.00,$0.00,$4570.82,SR-C1,,,,9000,Eyre Ln,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,0,1,true,1278,0,0,0,1278,0,280,1008,0,Wood,,Concrete,Asphalt,2013,Basement,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 134",Screen Porch,225,,0,,0,,0,,0,,0,false,070929224122,0,0
070929224130,4913 Eyre Ln,Residential,Single family,57,$67000.00,$185600.00,$252600.00,$65000.00,$180200.00,$245200.00,$5731.26,$0.00,$0.00,$5731.26,SR-C1,,,,9000,Eyre Ln,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1958,1,1,3,2,0,2,true,1550,0,0,0,1550,0,519,1046,0,Wood,,Concrete,Asphalt,2006,Basement,2,,0,Concrete,false,KENMORE SUB. 1ST ADD. LOT 135,Enc-Fin Porch,210,,0,,0,,0,,0,,0,false,070929224130,0,0
070929224148,4917 Eyre Ln,Residential,Single family,57,$67000.00,$151700.00,$218700.00,$65000.00,$147300.00,$212300.00,$4934.21,$0.00,$0.00,$4934.21,SR-C1,,,,9000,Eyre Ln,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1961,1,1,3,1,1,1,true,1241,0,0,0,1241,0,297,862,0,Wood,Masonry Facing,Concrete Block,Asphalt,2001,Basement,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 136",,0,,0,,0,,0,,0,,0,false,070929224148,0,0
070929224156,4921 Eyre Ln,Residential,Single family,57,$66800.00,$160500.00,$227300.00,$64900.00,$155800.00,$220700.00,$5137.71,$0.00,$0.00,$5137.71,SR-C1,,,,9000,Eyre Ln,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1958,1,1,3,1,1,1,false,1352,0,0,0,1352,0,352,992,0,Brick,,Concrete,Asphalt,2006,Basement,1,,0,Concrete,false,"KENMORE SUB. 1ST ADD, LOT 137",Encl Porch,142,,0,,0,,0,,0,,0,false,070929224156,0,0
070929224164,4925 Eyre Ln,Residential,Single family,57,$67000.00,$169900.00,$236900.00,$65000.00,$165000.00,$230000.00,$5363.02,$0.00,$0.00,$5363.02,SR-C1,,,,9000,Eyre Ln,75,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1956,1,1,3,1,1,1,true,1393,0,0,0,1393,0,494,1214,0,Aluminum/Vinyl,,Concrete,Asphalt,2012,,0,,0,Asphalt,false,KENMORE SUB. 1ST ADD. LOT 138,Patio,372,Deck,280,Carport,377,,0,,0,,0,false,070929224164,0,0
070929225013,4921 Ascot Ln Unit 1,Residential,Condominium,5016,$11300.00,$85400.00,$96700.00,$10900.00,$80200.00,$91100.00,$1997.99,$0.00,$0.00,$1997.99,SR-V1,,,,0,Ascot Ln,0,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Garden,1968,1,1,2,1,1,0,false,987,0,0,0,987,0,0,244,0,Aluminum/Vinyl,,Concrete,Flat,1993,,0,,0,Asphalt,false,"ASCOT CONDOMINIUM, UNIT 1 AND A %       INTEREST IN THE COMMON AREAS AS DECLARED IN VOL 1948 PG 30 THRU PG 69 OF RECORDS  IN DANE COUNTY REGISTER OF DEEDS",Enc-Fin Porch,45,,0,,0,,0,,0,,0,false,070929207079,0,0
070929225021,4921 Ascot Ln Unit 2,Residential,Condominium,5016,$11300.00,$83100.00,$94400.00,$10900.00,$79100.00,$90000.00,$1971.34,$0.00,$0.00,$1971.34,SR-V1,,,,0,Ascot Ln,0,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Garden,1968,1,1,2,1,1,0,false,987,0,0,0,987,0,0,241,0,Aluminum/Vinyl,,Concrete,Flat,1993,,0,,0,Asphalt,false,"ASCOT CONDOMINIUM, UNIT 2 AND A %       INTEREST IN THE COMMON AREAS AS DECLARED IN VOL 1948 PG 30 THRU PG 69 OF RECORDS  IN DANE COUNTY REGISTER OF DEEDS",Open Porch,45,,0,,0,,0,,0,,0,false,070929207079,0,0
070929225039,4921 Ascot Ln Unit 3,Residential,Condominium,5016,$11600.00,$84900.00,$96500.00,$11200.00,$80900.00,$92100.00,$2022.21,$0.00,$0.00,$2022.21,SR-V1,,,,0,Ascot Ln,0,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Garden,1968,1,1,2,1,1,0,false,0,1008,0,0,1008,0,0,241,0,Aluminum/Vinyl,,Concrete,Flat,1993,,0,,0,Asphalt,false,"ASCOT CONDOMINIUM, UNIT 3 AND A %        INTEREST IN THE COMMON AREAS AS DECLARED IN VOL 1948 PG 30 THRU PG 69 OF RECORDS  IN DANE COUNTY REGISTER OF DEEDS",Open Porch,45,,0,,0,,0,,0,,0,false,070929207079,0,0
070929225047,4921 Ascot Ln Unit 4,Residential,Condominium,5016,$11600.00,$84900.00,$96500.00,$11200.00,$80900.00,$92100.00,$2022.21,$0.00,$0.00,$2022.21,SR-V1,,,,0,Ascot Ln,0,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Garden,1968,1,1,2,1,1,0,false,0,1008,0,0,1008,0,0,241,0,Aluminum/Vinyl,,Concrete,Flat,1993,,0,,0,Asphalt,false,"ASCOT CONDOMINIUM, UNIT 4 AND A %        INTEREST IN THE COMMON AREAS AS DECLARED IN VOL 1948 PG 30 THRU PG 69 OF RECORDS  IN DANE COUNTY REGISTER OF DEEDS",Open Porch,45,,0,,0,,0,,0,,0,false,070929207079,0,0
070929225055,4921 Ascot Ln Unit 5,Residential,Condominium,5016,$11300.00,$79400.00,$90700.00,$10900.00,$78300.00,$89200.00,$1951.96,$0.00,$0.00,$1951.96,SR-V1,,,,0,Ascot Ln,0,false,0,Madison,Van Hise,Hamilton,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Garden,1968,1,1,2,1,0,0,false,972,0,0,0,972,0,0,241,0,Aluminum/Vinyl,,Concrete,Flat,1993,,0,,0,Asphalt,false,"ASCOT CONDOMINIUM, UNIT 5 AND A %        INTEREST IN THE COMMON AREAS AS DECLARED IN VOL 1948 PG 30 THRU PG 69 OF RECORDS  IN DANE COUNTY REGISTER OF DEEDS",,0,,0,,0,,0,,0,,0,false,070929207079,0,0
070929301011,4609 Tokay Blvd,Residential,Single family,53,$72800.00,$181000.00,$253800.00,$70700.00,$175700.00,$246400.00,$5760.33,$188.24,$0.00,$5948.57,SR-C1,,,,10279,Tokay Blvd,137.05,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,3,1,1,1,true,1715,0,0,0,1715,0,424,1499,0,Wood,Masonry Facing,Concrete,Asphalt,1957,Attached,2,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, N 75 FT OF S 147 FT OF LOT 35 LYING E OF CHARLES LANE.",Screen Porch,140,Patio,122,,0,,0,,0,,0,false,070929301011,0,0
070929301029,603 Charles Ln,Residential,Single family,53,$74000.00,$137200.00,$211200.00,$71800.00,$133200.00,$205000.00,$4757.36,$0.00,$0.00,$4757.36,SR-C1,,,,9792,Charles Ln,72,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,3,2,0,1,true,1120,0,0,0,1120,0,621,1120,0,Wood,,Concrete,Asphalt,2010,Attached,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, S 72 FT OF LOT 35 LYING E  OF CHARLES LANE.",,0,,0,,0,,0,,0,,0,false,070929301029,0,0
070929301037,605 Charles Ln,Residential,Single family,53,$76400.00,$141000.00,$217400.00,$74200.00,$136900.00,$211100.00,$4905.14,$0.00,$0.00,$4905.14,SR-C1,,,,10125,Charles Ln,75,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,1,1,2,true,1414,0,0,0,1414,0,275,1414,0,Wood,Masonry Facing,Concrete,Asphalt,1956,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 7",,0,,0,,0,,0,,0,,0,false,070929301037,0,0
070929301045,609 Charles Ln,Residential,Single family,53,$69800.00,$163400.00,$233200.00,$67800.00,$158600.00,$226400.00,$5275.80,$0.00,$0.00,$5275.80,SR-C1,,,,9248,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,1,0,2,true,1549,0,0,0,1549,0,264,1315,0,Wood,,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 6",Deck,500,,0,,0,,0,,0,,0,false,070929301045,0,0
070929301053,613 Charles Ln,Residential,Single family,53,$69800.00,$149100.00,$218900.00,$67800.00,$144700.00,$212500.00,$4939.06,$0.00,$0.00,$4939.06,SR-C1,,,,9248,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1957,1,1,3,1,1,2,false,1362,0,0,0,1362,0,396,1324,0,Aluminum/Vinyl,,Concrete,Asphalt,1957,Basement,2,,0,Asphalt,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 5",,0,,0,,0,,0,,0,,0,false,070929301053,0,0
070929301061,617 Charles Ln,Residential,Single family,53,$69300.00,$156400.00,$225700.00,$67300.00,$151800.00,$219100.00,$5098.95,$0.00,$0.00,$5098.95,SR-C1,,,,9248,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,1,0,2,true,1424,0,0,0,1424,0,416,1424,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1956,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 4",Encl Porch,110,,0,,0,,0,,0,,0,false,070929301061,0,0
070929301079,621 Charles Ln,Residential,Single family,53,$69300.00,$193200.00,$262500.00,$67300.00,$187600.00,$254900.00,$5966.25,$0.00,$0.00,$5966.25,SR-C1,,,,9248,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,1,1,2,true,1758,0,0,0,1758,0,336,1218,216,Brick,,Concrete Block,Asphalt,1999,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 3",Screen Porch,264,Patio,396,Deck,197,,0,,0,,0,false,070929301079,0,0
070929301087,625 Charles Ln,Residential,Single family,53,$69800.00,$240200.00,$310000.00,$67800.00,$242200.00,$310000.00,$7301.12,$0.00,$0.00,$7301.12,SR-C1,,,,9248,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,4,2,1,2,true,1274,0,0,0,1274,0,708,1274,0,Aluminum/Vinyl,,Concrete,Asphalt,2005,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 2",Patio,120,Deck,240,,0,,0,,0,,0,false,070929301087,0,0
070929301095,629 Charles Ln,Residential,Single family,53,$67100.00,$208300.00,$275400.00,$65100.00,$202300.00,$267400.00,$6269.08,$0.00,$0.00,$6269.08,SR-C1,,,,9248,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,1,0,2,true,1369,0,0,0,1369,0,360,1369,0,Brick,,Concrete,Asphalt,1956,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 1",Screen Porch,119,,0,,0,,0,,0,,0,false,070929301095,0,0
070929302019,630 Charles Ln,Residential,Single family,53,$67000.00,$233600.00,$300600.00,$65000.00,$214800.00,$279800.00,$6700.88,$0.00,$0.00,$6700.88,SR-C1,,,,9180,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,2,0,2,true,1192,0,0,0,1192,0,658,1082,0,Aluminum/Vinyl,Masonry Facing,Concrete Block,Asphalt,2011,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 14",Enc-Fin Porch,240,Deck,182,Shed,160,,0,,0,,0,false,070929302019,0,0
070929302027,626 Charles Ln,Residential,Single family,53,$69300.00,$189000.00,$258300.00,$67300.00,$182300.00,$249600.00,$5837.85,$0.00,$0.00,$5837.85,SR-C1,,,,9180,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,1,0,1,true,1612,0,0,0,1612,0,432,1346,266,Aluminum/Vinyl,,Concrete Block,Asphalt,2001,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 13",,0,,0,,0,,0,,0,,0,false,070929302027,0,0
070929302035,622 Charles Ln,Residential,Single family,53,$69800.00,$149300.00,$219100.00,$67800.00,$144900.00,$212700.00,$4943.90,$0.00,$0.00,$4943.90,SR-C1,,,,9180,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1959,1,1,4,2,0,1,true,1232,0,0,0,1232,0,576,1216,0,Wood,Masonry Facing,Concrete,Asphalt,2005,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 12",Open Porch,144,Screen Porch,160,,0,,0,,0,,0,false,070929302035,0,0
070929302043,618 Charles Ln,Residential,Single family,53,$69300.00,$148600.00,$217900.00,$67300.00,$144300.00,$211600.00,$4917.25,$0.00,$0.00,$4917.25,SR-C1,,,,9011,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1958,1,1,3,1,1,2,true,1389,0,0,0,1389,0,216,689,0,Aluminum/Vinyl,Masonry Facing,Concrete Block,Asphalt,2007,Basement,2,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 11",,0,,0,,0,,0,,0,,0,false,070929302043,0,0
070929302051,614 Charles Ln,Residential,Single family,53,$67000.00,$193500.00,$260500.00,$65000.00,$187900.00,$252900.00,$5917.80,$0.00,$0.00,$5917.80,SR-C1,,,,8179,Charles Ln,68,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1958,1,1,3,2,0,1,true,1548,0,0,0,1548,0,600,1020,0,Aluminum/Vinyl,,Concrete Block,Asphalt,1958,Basement,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 10",Patio,300,Sauna,36,,0,,0,,0,,0,false,070929302051,0,0
